,Var1,Var2,Var3,Var4,Var5,Var6
1-1,0.070820400000000006,0.076409599999999994,0.080212199999999997,0.070820400000000006,0.076409599999999994,0.080212199999999997
2-1,-0.072678499999999993,-0.077722899999999998,-0.072609199999999999,-0.072678499999999993,-0.077722899999999998,-0.072609199999999999
3-1,-0.081004099999999996,-0.18304409999999999,-0.37616070000000001,-0.081004099999999996,-0.18304409999999999,-0.37616070000000001
4-1,8.287979,8.5596519999999998,8.5825479999999992,8.287979,8.5596519999999998,8.5825479999999992
5-1,0.94760567358294834,0.93789035059864911,0.94102153824442591,0.9685612072789388,0.96589537316236973,0.95694491356069278
6-1,0.069475818381256382,0.046418593409408175,0.035286433884011106,0.022926757990887128,0.023099717936694148,0.023831750727964375
7-1,0.15180543585685907,0.10223866816189069,0.076620338433471658,0.077906619863711127,0.084015305288641207,0.094827764146609386
